name,domain,exchanges,listings,exchange_list
Goldvertise Media GmbH,goldvertise.com,9,10,freewheel.tv improvedigital.com indexexchange.com pubmatic.com rubiconproject.com seedtag.com sharethrough.com smartadserver.com video.unrulymedia.com
Holywell S.A,awg.la,9,15,conversantmedia.com lijit.com loopme.com pubmatic.com sharethrough.com smartadserver.com teads.tv triplelift.com video.unrulymedia.com
Hubvisor,hubvisor.io,9,26,adyoulike.com appnexus.com aps.amazon.com conversantmedia.com onetag.com pubmatic.com seedtag.com triplelift.com xandr.com
Jungle Technology,thejungletechnology.com,9,9,conversantmedia.com improvedigital.com media.net ogury.com onetag.com sharethrough.com smartadserver.com triplelift.com video.unrulymedia.com
KStA Digitale Medien GmbH & Co. KG,kstamedien.de,9,11,appnexus.com aps.amazon.com improvedigital.com indexexchange.com pubmatic.com seedtag.com sharethrough.com smartadserver.com xandr.com
Lupon Media LTD,luponmedia.com,9,9,adform.com adyoulike.com amxrtb.com lijit.com ogury.com onetag.com rubiconproject.com seedtag.com themediagrid.com
METAX SOFTWARE PTE. LTD.,metaxsoft.com,9,18,appnexus.com conversantmedia.com freewheel.tv loopme.com pubmatic.com sharethrough.com smartadserver.com video.unrulymedia.com xandr.com
Madvertise France,madvertise.com,9,18,appnexus.com aps.amazon.com improvedigital.com loopme.com rubiconproject.com sharethrough.com smartadserver.com themediagrid.com xandr.com
Markapp Media,markappmedia.site,9,11,adform.com appnexus.com freewheel.tv lijit.com sharethrough.com smartadserver.com triplelift.com video.unrulymedia.com xandr.com
Minute.ly,minute-ly.com,9,16,freewheel.tv media.net pubmatic.com rubiconproject.com sharethrough.com smaato.com smartadserver.com triplelift.com video.unrulymedia.com
MyFeature Inc,myfeature.tv,9,9,adyoulike.com connatix.com conversantmedia.com improvedigital.com inmobi.com lijit.com media.net rubiconproject.com video.unrulymedia.com
OneTag Limited,onetag.com,9,13,appnexus.com conversantmedia.com freewheel.tv pubmatic.com rubiconproject.com sharethrough.com smartadserver.com video.unrulymedia.com xandr.com
PWR Global Media,pwr-games.com,9,12,conversantmedia.com freewheel.tv lijit.com loopme.com media.net nativo.com sharethrough.com smartadserver.com triplelift.com
Phaistos Networks,phaistosnetworks.gr,9,10,adform.com indexexchange.com lijit.com openx.com pubmatic.com rubiconproject.com sharethrough.com smartadserver.com video.unrulymedia.com
Presscomm Tech SRL,presscommtech.com,9,9,improvedigital.com inmobi.com ogury.com rubiconproject.com seedtag.com sharethrough.com smartadserver.com teads.tv themediagrid.com
Proad,proad.se,9,9,amxrtb.com appnexus.com improvedigital.com indexexchange.com pubmatic.com rubiconproject.com teads.tv themediagrid.com xandr.com
Reworld Media Factory,reworldmedia.com,9,12,aps.amazon.com conversantmedia.com indexexchange.com ogury.com pubmatic.com seedtag.com sharethrough.com teads.tv triplelift.com
STREAMLYN PTE LTD,tapmind.com,9,18,appnexus.com inmobi.com openx.com pubmatic.com rubiconproject.com sharethrough.com smartadserver.com video.unrulymedia.com xandr.com
Sharethrough,sharethrough.com,9,10,appnexus.com openx.com pubmatic.com rubiconproject.com sharethrough.com smaato.com smartadserver.com video.unrulymedia.com xandr.com
The Ozone Project,the-ozone-project.com,9,11,adform.com appnexus.com indexexchange.com openx.com pubmatic.com sharethrough.com smartadserver.com xandr.com yahoo.com
Underdogmedia,underdogmedia.com,9,10,adyoulike.com amxrtb.com indexexchange.com lijit.com media.net nativo.com sharethrough.com smartadserver.com themediagrid.com
Voice Media Group,voicemediagroup.com,9,13,amxrtb.com appnexus.com connatix.com gumgum.com lijit.com media.net pubmatic.com rubiconproject.com xandr.com
Waytogrow Sp. z o.o.,waytogrow.eu,9,10,aps.amazon.com lijit.com ogury.com onetag.com pubmatic.com rubiconproject.com sharethrough.com smartadserver.com teads.tv
Zero 1 Inc.,vdo.ai,9,11,appnexus.com aps.amazon.com conversantmedia.com onetag.com risecodes.com rubiconproject.com sharethrough.com smartadserver.com xandr.com
adtachlab d.o.o.,adtechlab.eu,9,9,adform.com lijit.com ogury.com pubmatic.com rubiconproject.com seedtag.com sharethrough.com smartadserver.com themediagrid.com
4W MarketPlace S.r.l.,4wmarketplace.com,8,8,adform.com appnexus.com aps.amazon.com improvedigital.com pubmatic.com sharethrough.com smartadserver.com xandr.com
ADSYIELD,adsyield.com,8,9,adform.com amxrtb.com conversantmedia.com improvedigital.com lijit.com onetag.com pubmatic.com video.unrulymedia.com
AdFirst Media Ltd,adfirst.media,8,16,aps.amazon.com conversantmedia.com gumgum.com improvedigital.com rubiconproject.com sharethrough.com smartadserver.com triplelift.com
AdSparc Pty Ltd,adsparc.com,8,9,adform.com adyoulike.com amxrtb.com pubmatic.com rubiconproject.com sharethrough.com smartadserver.com teads.tv
Added TV LTD.,added.tv,8,24,appnexus.com connatix.com freewheel.tv improvedigital.com lijit.com sharethrough.com smartadserver.com xandr.com
Aloha Ads,aloha-ads.com,8,8,adyoulike.com appnexus.com improvedigital.com lijit.com sharethrough.com smartadserver.com video.unrulymedia.com xandr.com
AppendAd Ltd,firstimpression.io,8,20,appnexus.com aps.amazon.com lijit.com openx.com pubmatic.com rubiconproject.com video.unrulymedia.com xandr.com
Bidmatic Inc,bidmatic.io,8,8,adyoulike.com amxrtb.com aps.amazon.com lijit.com ogury.com onetag.com risecodes.com video.unrulymedia.com
Blasto Sp,blasto.ai,8,8,adyoulike.com appnexus.com connatix.com improvedigital.com lijit.com onetag.com video.unrulymedia.com xandr.com
Blue Ant TV US LLC,blueantmedia.com,8,12,connatix.com conversantmedia.com freewheel.tv media.net pubmatic.com seedtag.com sharethrough.com triplelift.com
BlueX,bluexad.ai,8,9,conversantmedia.com onetag.com openx.com pubmatic.com rubiconproject.com sharethrough.com smartadserver.com video.unrulymedia.com
Bold Screen Media LLC,boldcollective.co,8,14,connatix.com freewheel.tv lijit.com media.net sharethrough.com smaato.com smartadserver.com video.unrulymedia.com
CPEX,cpex.cz,8,14,adform.com appnexus.com indexexchange.com pubmatic.com rubiconproject.com themediagrid.com triplelift.com xandr.com
CTVBuyer LLC,ctvbuyer.com,8,12,connatix.com conversantmedia.com freewheel.tv loopme.com pubmatic.com sharethrough.com smartadserver.com video.unrulymedia.com
Coresibo LTD,tredio.io,8,13,adyoulike.com improvedigital.com lijit.com loopme.com media.net pubmatic.com triplelift.com video.unrulymedia.com
Delivery Media S.L.,deliverymedia.es,8,8,adform.com appnexus.com aps.amazon.com improvedigital.com rubiconproject.com seedtag.com teads.tv xandr.com
Dianomi Limited,dianomi.com,8,8,adform.com amxrtb.com appnexus.com nativo.com openx.com pubmatic.com rubiconproject.com xandr.com
Digo Hispanic Media,digohispanicmedia.com,8,9,conversantmedia.com pubmatic.com rubiconproject.com seedtag.com sharethrough.com smartadserver.com themediagrid.com triplelift.com
"DistroScale, Inc.",distroscale.com,8,18,aps.amazon.com lijit.com openx.com pubmatic.com rubiconproject.com seedtag.com sharethrough.com smartadserver.com
Duration Media,durationmedia.net,8,8,amxrtb.com improvedigital.com openx.com pubmatic.com rubiconproject.com sharethrough.com smartadserver.com video.unrulymedia.com
Enhance Inc,enhance.co.jp,8,15,aps.amazon.com media.net ogury.com openx.com pubmatic.com rubiconproject.com teads.tv themediagrid.com
Evolution Technologies Inc,ssp.e-volution.ai,8,11,appnexus.com conversantmedia.com freewheel.tv onetag.com pubmatic.com sharethrough.com smartadserver.com xandr.com
FeedAd GmbH,feedad.com,8,8,appnexus.com improvedigital.com lijit.com pubmatic.com rubiconproject.com sharethrough.com video.unrulymedia.com xandr.com
Galaxie Media,galaxiemedia.fr,8,9,adyoulike.com aps.amazon.com improvedigital.com indexexchange.com rubiconproject.com sharethrough.com smartadserver.com triplelift.com
GermaneMediaSolutionspvt.ltd.,thegermanemedia.com,8,13,freewheel.tv improvedigital.com loopme.com onetag.com pubmatic.com sharethrough.com smartadserver.com triplelift.com
Get Media MX,getmediamx.com,8,8,adyoulike.com appnexus.com lijit.com rubiconproject.com sharethrough.com smartadserver.com triplelift.com xandr.com
HOPPex Kft.,hoppex.hu,8,28,adform.com appnexus.com lijit.com pubmatic.com rubiconproject.com sharethrough.com smartadserver.com xandr.com
House Of Pubs,houseofpubs.com,8,11,amxrtb.com conversantmedia.com lijit.com loopme.com pubmatic.com sharethrough.com smartadserver.com video.unrulymedia.com
IMPACTIFY,impactify.io,8,9,adform.com appnexus.com improvedigital.com pubmatic.com rubiconproject.com sharethrough.com smartadserver.com xandr.com
"Kargo Global, Inc",kargo.com,8,10,appnexus.com contextweb.com freewheel.tv rubiconproject.com sharethrough.com smartadserver.com video.unrulymedia.com xandr.com
L.S. Tzipori Investments Ltd.,apexflowsdk.com,8,13,appnexus.com lijit.com pubmatic.com rubiconproject.com sharethrough.com triplelift.com video.unrulymedia.com xandr.com
Livewrapped,livewrapped.com,8,8,amxrtb.com aps.amazon.com improvedigital.com kargo.com ogury.com seedtag.com triplelift.com video.unrulymedia.com
M32,m32connect.com,8,43,amxrtb.com aps.amazon.com pubmatic.com rubiconproject.com sharethrough.com smartadserver.com teads.tv triplelift.com
MadStream Sp. z.o.o.,madstream.net,8,11,appnexus.com connatix.com freewheel.tv improvedigital.com lijit.com loopme.com video.unrulymedia.com xandr.com
"Marfeel Solutions, SL",marfeel.com,8,10,appnexus.com lijit.com openx.com rubiconproject.com seedtag.com teads.tv themediagrid.com xandr.com
Media Quest Group Limited,auth.inc,8,10,appnexus.com improvedigital.com lijit.com onetag.com openx.com rubiconproject.com video.unrulymedia.com xandr.com
Mediatonik,mediatonik.tech,8,14,gumgum.com indexexchange.com pubmatic.com rubiconproject.com seedtag.com sharethrough.com smartadserver.com teads.tv
New Dream Global,newdreamglobal.com,8,8,amxrtb.com aps.amazon.com connatix.com lijit.com onetag.com sharethrough.com smartadserver.com teads.tv
NextDayMedia,nextday.media,8,9,adform.com appnexus.com aps.amazon.com pubmatic.com rubiconproject.com seedtag.com teads.tv xandr.com
Nexverse.ai,nexverse.ai,8,8,lijit.com onetag.com pubmatic.com rubiconproject.com sharethrough.com smartadserver.com themediagrid.com video.unrulymedia.com
Ogury Ltd,ogury.com,8,10,appnexus.com improvedigital.com pubmatic.com rubiconproject.com sharethrough.com smartadserver.com video.unrulymedia.com xandr.com
Planet Sport LTD,planetsport.com,8,8,amxrtb.com appnexus.com gumgum.com improvedigital.com indexexchange.com kargo.com seedtag.com xandr.com
Prequel,prequel.tv,8,13,adyoulike.com conversantmedia.com freewheel.tv improvedigital.com lijit.com loopme.com onetag.com rubiconproject.com
PubMatic,pubmatic.com,8,10,appnexus.com gumgum.com improvedigital.com loopme.com pubmatic.com smaato.com undertone.com xandr.com
"Pubeasy, Inc.",pubeasy.io,8,8,conversantmedia.com lijit.com nativo.com pubmatic.com rubiconproject.com smaato.com triplelift.com video.unrulymedia.com
Pubgenius Inc.,pubgenius.io,8,11,appnexus.com aps.amazon.com conversantmedia.com rubiconproject.com sharethrough.com triplelift.com video.unrulymedia.com xandr.com
Pubwise Io,pubwise.io,8,15,amxrtb.com connatix.com media.net openx.com pubmatic.com rubiconproject.com sharethrough.com triplelift.com
REVAMP PRO LLC,pmldigital.com,8,11,conversantmedia.com freewheel.tv onetag.com pubmatic.com rubiconproject.com sharethrough.com smartadserver.com video.unrulymedia.com
Revry Inc dba Prism Riot,prismriotads.com,8,11,connatix.com freewheel.tv pubmatic.com sharethrough.com smaato.com smartadserver.com triplelift.com video.unrulymedia.com
Rhebus,rhebus.works,8,15,appnexus.com freewheel.tv lijit.com rubiconproject.com sharethrough.com smartadserver.com video.unrulymedia.com xandr.com
SAPO,sapo.pt,8,9,appnexus.com aps.amazon.com indexexchange.com lijit.com onetag.com pubmatic.com seedtag.com xandr.com
SPINX PTE LTD,spinx.biz,8,9,adform.com appnexus.com conversantmedia.com nativo.com pubmatic.com themediagrid.com video.unrulymedia.com xandr.com
SPM Sportplatz Media GmbH,sportplatz-media.com,8,8,appnexus.com improvedigital.com rubiconproject.com seedtag.com sharethrough.com smartadserver.com teads.tv xandr.com
Smoot AI,smoot.ai,8,10,adform.com adyoulike.com amxrtb.com improvedigital.com lijit.com pubmatic.com sharethrough.com smartadserver.com
Stamp,stamptv.io,8,13,appnexus.com freewheel.tv improvedigital.com pubmatic.com sharethrough.com smartadserver.com video.unrulymedia.com xandr.com
TOPON PTE LTD,toponad.com,8,11,connatix.com freewheel.tv lijit.com loopme.com media.net openx.com pubmatic.com video.unrulymedia.com
Unibots,unibots.in,8,16,adform.com appnexus.com aps.amazon.com lijit.com onetag.com openx.com pubmatic.com xandr.com
"UrbanoTV, Inc dba NGL Collective",nglcollective.com,8,8,appnexus.com conversantmedia.com loopme.com pubmatic.com triplelift.com undertone.com video.unrulymedia.com xandr.com
Vortex Media Network SL,vortexmedia.es,8,64,aps.amazon.com gumgum.com improvedigital.com lijit.com openx.com sharethrough.com smartadserver.com teads.tv
WebAds NL,webads.eu,8,13,appnexus.com gumgum.com ogury.com pubmatic.com rubiconproject.com sharethrough.com smartadserver.com xandr.com
Young ID SAS,youngid.fr,8,10,adyoulike.com gumgum.com rubiconproject.com seedtag.com sharethrough.com smartadserver.com teads.tv triplelift.com
9 Media online,9mediaonline.com,7,9,adform.com adyoulike.com amxrtb.com connatix.com lijit.com pubmatic.com sharethrough.com
Adrenalead SAS,aleadinfo.com,7,7,appnexus.com onetag.com pubmatic.com rubiconproject.com sharethrough.com smartadserver.com xandr.com
Ads & Data NV,adsanddata.be,7,7,appnexus.com indexexchange.com pubmatic.com rubiconproject.com themediagrid.com triplelift.com xandr.com
Andrea Media SARL,andreamedia.com,7,7,appnexus.com ogury.com seedtag.com sharethrough.com smartadserver.com teads.tv xandr.com
ArabyAds FZ LLC,arabyads.com,7,7,aps.amazon.com openx.com pubmatic.com rubiconproject.com sharethrough.com smartadserver.com teads.tv
Atunwa Digital LLC,atunwadigital.com,7,11,aps.amazon.com conversantmedia.com improvedigital.com lijit.com loopme.com media.net triplelift.com
Audiomob LTD,audiomob.com,7,7,appnexus.com loopme.com pubmatic.com rubiconproject.com smaato.com video.unrulymedia.com xandr.com
BCCOMMUNITY LIMITED,bidscube.com,7,7,adform.com improvedigital.com lijit.com ogury.com risecodes.com triplelift.com video.unrulymedia.com
BCM International LLC,datacygnal.io,7,19,appnexus.com aps.amazon.com freewheel.tv media.net rubiconproject.com sharethrough.com xandr.com
Bridgeupp,bridgeupp.com,7,9,adform.com appnexus.com sharethrough.com smartadserver.com triplelift.com video.unrulymedia.com xandr.com
Cas.ai,cas.ai,7,8,adyoulike.com conversantmedia.com lijit.com pubmatic.com sharethrough.com smartadserver.com video.unrulymedia.com
CommonMedia GmbH,commonmedia.de,7,7,indexexchange.com ogury.com rubiconproject.com seedtag.com sharethrough.com smartadserver.com teads.tv
Concept ApS,concept.dk,7,9,adform.com appnexus.com indexexchange.com pubmatic.com rubiconproject.com themediagrid.com xandr.com
"Conversant, Inc.",conversantmedia.com,7,9,appnexus.com lijit.com openx.com pubmatic.com rubiconproject.com xandr.com yahoo.com
"DBA Mintegral North America, Inc.",mintegral.com,7,9,conversantmedia.com improvedigital.com loopme.com pubmatic.com rubiconproject.com themediagrid.com video.unrulymedia.com
Diario del Web S.r.l.,diariodelwebsrl.it,7,7,aps.amazon.com improvedigital.com ogury.com onetag.com sharethrough.com smartadserver.com teads.tv
Digital Media Services FZ-LLC,dms-cg.com,7,7,conversantmedia.com pubmatic.com rubiconproject.com seedtag.com sharethrough.com smartadserver.com themediagrid.com
Digital Sail Cyprus LTD,d-sail.com,7,8,adform.com lijit.com nativo.com onetag.com pubmatic.com sharethrough.com smartadserver.com
